PPG (1000 Hz),ABP (125 Hz),RESP (125 Hz)
2647.20,84.36,43.01
2611.42,99.70,43.02
2647.20,84.77,38.79
2665.08,100.44,42.06
2638.25,77.03,40.75
2656.14,89.80,41.32
2557.76,76.80,37.80
2647.20,84.71,37.89
2665.08,73.66,36.02
2638.25,82.24,36.91
2620.37,78.12,36.27
2611.42,78.91,34.52
2647.20,75.20,33.96
2584.59,81.43,33.76
2656.14,80.97,32.67
2638.25,75.48,30.80
2647.20,79.98,31.85
2602.48,72.31,30.83
2647.20,88.29,30.45
2629.31,67.88,27.73
2682.97,82.69,29.79
2575.65,70.80,25.55
2682.97,85.69,29.24
2665.08,65.35,25.37
2656.14,81.08,28.51
2656.14,62.51,23.69
2665.08,82.64,27.06
2674.03,65.26,25.06
2620.37,76.53,27.28
2611.42,62.82,24.18
2682.97,76.80,27.17
2674.03,64.06,25.03
2620.37,75.30,25.72
2638.25,61.48,23.17
2620.37,70.14,24.97
2611.42,65.89,23.98
2584.59,65.27,25.23
2629.31,67.45,25.96
2611.42,64.17,24.41
2656.14,66.39,24.96
2647.20,62.03,23.09
2647.20,72.30,26.04
2629.31,62.86,22.55
2629.31,72.88,24.57
2656.14,54.60,22.20
2620.37,77.92,22.04
2682.97,64.97,19.22
2647.20,89.93,23.86
2656.14,82.91,18.10
2611.42,115.82,19.10
2629.31,105.28,15.78
2638.25,134.93,17.52
2602.48,120.00,12.95
2620.37,140.82,14.92
2656.14,127.43,12.37
2593.54,138.40,12.87
2638.25,120.29,10.46
2620.37,125.91,10.21
2638.25,111.39,6.57
2620.37,113.35,7.89
2593.54,103.43,6.48
2620.37,102.63,3.84
2620.37,102.66,3.53
2620.37,94.58,2.03
2593.54,98.63,2.95
2620.37,91.17,1.50
2611.42,99.95,2.87
2638.25,84.05,-0.12
2647.20,95.31,3.72
2611.42,79.04,0.54
2665.08,89.97,3.65
2629.31,71.96,1.53
2620.37,87.64,2.92
2647.20,67.70,0.42
2674.03,87.42,4.03
2629.31,65.47,0.93
2665.08,88.49,5.90
2656.14,71.38,3.08
2665.08,84.54,6.06
2674.03,73.32,5.07
2629.31,85.77,7.71
2647.20,77.82,5.16
2620.37,79.79,8.52
2656.14,74.45,8.35
2611.42,81.86,10.62
2647.20,76.97,10.90
2638.25,74.66,9.95
2629.31,78.18,10.26
2674.03,69.05,11.41
2629.31,80.47,12.85
2665.08,70.27,11.20
2638.25,79.00,12.99
2620.37,64.29,10.93
2656.14,79.73,14.05
2656.14,62.04,12.28
2700.86,77.91,13.64
2638.25,57.89,10.90
2647.20,80.84,12.98
2548.82,58.49,9.33
2602.48,75.54,13.55
2611.42,57.81,8.27
2629.31,74.19,10.50
2611.42,55.48,6.93
2620.37,72.94,8.58
2620.37,58.90,6.52
2620.37,63.41,7.95
2656.14,55.67,6.12
2665.08,63.15,6.77
2629.31,58.56,5.98
2629.31,58.74,4.73
2656.14,63.78,5.58
2665.08,69.30,6.10
2682.97,77.82,3.65
2656.14,83.57,3.84
2647.20,103.72,3.23
2638.25,108.00,2.72
2700.86,124.94,3.41
2682.97,121.51,0.45
2727.69,139.05,2.01
2700.86,126.83,-1.28
2638.25,137.27,-0.36
2656.14,111.80,-2.16
2682.97,127.89,-1.48
2691.91,105.25,-4.44
2656.14,114.08,-1.76
2674.03,90.67,-6.13
2656.14,106.82,-3.48
2665.08,87.88,-7.54
2691.91,104.13,-5.27
2682.97,86.13,-7.08
2647.20,98.68,-6.52
2682.97,81.97,-7.86
2674.03,92.32,-7.99
2647.20,82.59,-8.70
2682.97,82.93,-8.23
2700.86,75.79,-9.40
2611.42,77.72,-9.75
2691.91,73.72,-9.76
2647.20,67.90,-7.80
2709.80,73.80,-9.61
2656.14,63.10,-9.80
2638.25,73.90,-8.43
2674.03,64.53,-8.59
2638.25,75.63,-7.42
2656.14,62.79,-9.36
2629.31,80.29,-6.64
2611.42,62.43,-8.22
2682.97,80.02,-5.15
2674.03,64.22,-8.37
2647.20,81.99,-4.99
2647.20,62.08,-7.22
2656.14,80.45,-3.78
2665.08,64.21,-5.51
2709.80,75.58,-1.79
2682.97,60.83,-3.89
2665.08,75.04,-0.71
2682.97,62.15,-2.34
2674.03,74.49,-0.69
2656.14,60.85,-3.49
2691.91,69.64,-1.64
2674.03,59.14,-2.34
2691.91,64.18,-1.99
2656.14,62.98,-2.74
2718.74,60.10,-2.57
2736.63,69.49,-2.72
2700.86,57.30,-2.42
2718.74,69.67,-2.60
2674.03,55.95,-6.16
2682.97,70.89,-2.20
2700.86,54.41,-6.82
2727.69,66.66,-3.28
2682.97,53.57,-6.37
2691.91,70.74,-4.97
2674.03,47.76,-7.44
2682.97,72.91,-4.31
2700.86,51.26,-8.38
2709.80,76.24,-6.52
2674.03,59.25,-9.12
2709.80,87.92,-5.68
2700.86,81.13,-8.66
2691.91,108.73,-4.92
2647.20,106.00,-6.03
2674.03,127.59,-6.59
2674.03,124.70,-6.32
2602.48,128.89,-6.09
2691.91,131.41,-6.97
2665.08,125.68,-7.00
2691.91,122.40,-6.05
2638.25,110.24,-7.00
2656.14,111.17,-6.74
2682.97,98.65,-8.33
2700.86,108.61,-6.65
2674.03,88.34,-8.15
2674.03,102.42,-5.30
2709.80,88.79,-7.87
2647.20,100.72,-5.84
2647.20,80.34,-8.86
2772.40,96.40,-5.90
2638.25,78.88,-8.45
2700.86,88.71,-5.20
2718.74,69.04,-7.02
2620.37,86.81,-7.38
2656.14,63.30,-9.58
2709.80,76.72,-6.21
2674.03,62.32,-7.28
2709.80,78.99,-6.83
2691.91,65.48,-8.30
2656.14,74.89,-7.65
2638.25,73.87,-8.16
2656.14,78.31,-7.44
2700.86,74.59,-8.15
2709.80,74.46,-8.05
2638.25,78.53,-8.97
2647.20,74.46,-9.23
2682.97,82.25,-8.39
2647.20,70.52,-9.68
2647.20,83.21,-8.54
2674.03,66.73,-10.27
2647.20,81.16,-10.62
2691.91,66.97,-12.85
2656.14,79.41,-10.40
2647.20,60.20,-13.52
2656.14,79.91,-10.75
2620.37,65.01,-14.30
2691.91,82.25,-11.38
2629.31,61.69,-13.60
2638.25,78.67,-9.84
2700.86,59.96,-14.60
2700.86,73.41,-12.63
2647.20,63.25,-13.97
2620.37,72.72,-12.25
2602.48,61.05,-14.07
2665.08,68.50,-13.39
2620.37,63.66,-14.24
2665.08,70.50,-12.15
2620.37,67.84,-14.26
2647.20,63.60,-12.98
2718.74,63.70,-13.03
2629.31,60.69,-14.80
2647.20,71.81,-11.91
2638.25,65.91,-13.28
2674.03,77.90,-13.71
2647.20,76.63,-13.94
2620.37,95.73,-11.61
2665.08,93.95,-15.23
2674.03,120.14,-12.79
2665.08,113.14,-14.23
2665.08,140.97,-12.56
2620.37,124.01,-15.73
2682.97,144.93,-11.78
2665.08,124.79,-14.64
2691.91,138.09,-9.54
2665.08,113.23,-13.30
2674.03,125.76,-11.31
2665.08,106.56,-12.25
2656.14,115.60,-9.84
2674.03,96.37,-11.80
2682.97,109.36,-8.86
2691.91,96.91,-9.03
2638.25,95.87,-7.21
2691.91,91.73,-6.95
2656.14,91.40,-7.86
2736.63,88.22,-7.13
2691.91,81.55,-6.84
2602.48,83.48,-6.38
2629.31,74.91,-7.54
2665.08,82.71,-5.54
2647.20,70.56,-6.05
2620.37,81.92,-3.80
2674.03,62.94,-3.73
2629.31,82.64,-2.38
2638.25,66.45,-6.07
2674.03,86.91,-3.78
2629.31,64.68,-6.37
2665.08,91.01,-0.93
2665.08,69.51,-4.80
2647.20,87.75,-2.66
2629.31,69.06,-6.43
2620.37,84.33,-3.52
2665.08,72.09,-5.70
2691.91,83.81,-3.88
2629.31,69.61,-6.51
2674.03,79.06,-4.97
2656.14,68.58,-4.81
2674.03,73.87,-5.02
2629.31,71.61,-5.59
2674.03,71.08,-5.18
2647.20,67.20,-4.78
2674.03,70.14,-5.31
2700.86,76.09,-4.22
2611.42,65.49,-6.01
2602.48,72.66,-4.75
2665.08,65.52,-6.58
2611.42,74.63,-4.71
2629.31,61.21,-6.28
2611.42,75.03,-3.47
2665.08,56.01,-5.00
2647.20,72.60,-1.69
2682.97,55.06,-5.19
2647.20,75.56,-1.51
2593.54,56.50,-3.75
2665.08,72.74,-1.71
2620.37,58.14,-5.31
2638.25,72.91,-1.03
2638.25,58.71,-2.83
2602.48,72.53,-1.36
2602.48,68.41,-3.61
2638.25,81.93,0.06
2674.03,81.76,-4.72
2665.08,100.99,-2.80
2665.08,110.09,-4.03
2611.42,122.16,-4.36
2629.31,130.85,-2.51
2620.37,131.05,-3.88
2647.20,139.90,-3.21
2620.37,130.08,-6.05
2629.31,131.57,-2.41
2674.03,114.65,-5.20
2656.14,121.35,-3.39
2665.08,104.52,-7.85
2665.08,114.40,-3.92
2647.20,93.61,-7.94
2674.03,109.77,-3.21
2611.42,88.57,-6.74
2665.08,110.25,-4.64
2647.20,88.74,-6.93
2656.14,101.63,-4.10
2647.20,87.08,-6.90
2629.31,98.34,-3.70
2611.42,79.38,-7.42
2584.59,88.84,-3.11
2629.31,82.23,-5.79
2629.31,79.76,-3.29
2638.25,74.53,-2.07
2629.31,75.64,-3.16
2665.08,71.04,-3.00
2620.37,75.84,-0.38
2620.37,75.64,-3.28
2611.42,70.04,-1.78
2629.31,78.58,-0.26
2593.54,73.02,-2.43
2629.31,86.42,-0.23
2674.03,74.68,-1.71
2682.97,83.90,2.42
2629.31,69.46,-0.65
2620.37,82.41,2.54
2620.37,65.37,0.47
2584.59,84.23,3.66
2629.31,63.25,1.66
2629.31,81.16,2.69
2638.25,62.87,1.42
2593.54,78.96,5.96
2638.25,59.71,0.50
2620.37,78.88,5.54
2629.31,59.26,3.54
2575.65,72.84,5.65
2611.42,58.23,4.39
2620.37,68.18,6.00
2620.37,61.41,4.90
2593.54,65.15,5.04
2611.42,61.29,5.22
2575.65,60.07,6.87
2638.25,60.69,6.45
2620.37,59.09,6.83
2647.20,65.87,7.78
2638.25,57.21,7.63
2566.71,62.24,9.71
2593.54,55.35,7.63
2629.31,67.55,9.96
2629.31,55.48,8.99
2611.42,71.25,8.68
2620.37,51.40,7.86
2620.37,78.99,10.73
2629.31,66.83,7.29
2584.59,93.13,11.53
2620.37,92.27,8.26
2602.48,119.18,10.54
2620.37,112.17,9.13
2584.59,135.42,10.53
2629.31,123.18,9.53
2593.54,139.10,11.58
2629.31,121.14,8.63
2593.54,127.27,11.17
2593.54,115.30,8.69
2575.65,114.12,9.98
2584.59,106.63,9.27
2575.65,94.84,10.03
2629.31,100.27,9.59
2548.82,91.54,8.74
2566.71,97.38,8.96
2548.82,85.52,8.57
2602.48,90.58,11.33
2584.59,77.81,8.99
2620.37,94.43,10.81
2620.37,75.53,7.88
2584.59,90.75,10.65
2557.76,70.61,6.94
2548.82,81.46,8.95
2575.65,62.75,4.06
2593.54,76.83,7.48
2593.54,60.82,3.09
2566.71,74.30,6.04
2593.54,62.59,2.57
2566.71,77.67,3.81
2584.59,62.33,0.07
2548.82,76.14,1.73
2566.71,67.87,-1.94
2548.82,72.66,-0.56
2513.05,71.68,-2.85
2593.54,73.33,-1.44
2611.42,71.85,-4.94
2557.76,73.83,-5.79
2611.42,71.92,-4.77
2548.82,66.73,-6.88
2557.76,75.83,-7.47
2593.54,65.52,-6.76
2557.76,71.60,-6.48
2539.88,61.15,-9.86
2548.82,73.93,-8.52
2566.71,58.88,-9.68
2566.71,75.76,-8.05
2521.99,54.33,-11.24
2575.65,74.82,-9.11
2557.76,54.92,-11.69
2611.42,71.76,-9.64
2611.42,51.13,-13.03
2602.48,71.53,-9.63
2539.88,55.20,-10.82
2575.65,70.63,-9.10
2566.71,56.44,-10.49
2539.88,70.15,-9.81
2575.65,57.47,-11.72
2521.99,64.29,-9.12
2575.65,59.53,-9.88
2539.88,61.36,-8.44
2495.16,58.78,-8.86
2566.71,61.70,-10.40
2521.99,63.90,-9.07
2557.76,66.70,-8.81
2584.59,85.56,-8.21
2539.88,87.94,-7.70
2620.37,107.83,-6.23
2539.88,105.32,-7.31
2504.10,130.37,-5.18
2548.82,121.18,-7.42
2566.71,140.52,-4.95
2530.93,121.14,-8.17
2486.22,137.96,-4.33
2575.65,115.30,-7.20
2530.93,125.40,-4.48
2566.71,101.18,-6.32
2548.82,113.86,-5.61
2539.88,95.87,-7.17
2495.16,108.02,-3.47
2539.88,91.76,-6.39
2513.05,104.38,-3.15
2557.76,87.68,-4.78
2548.82,96.15,-3.27
2539.88,84.16,-4.33
2548.82,86.69,-1.93
2477.28,80.57,-3.04
2530.93,82.77,-2.93
2530.93,80.68,-1.68
2566.71,75.53,-2.34
2539.88,77.02,-1.84
2521.99,70.67,-5.96
2539.88,80.13,-2.26
2504.10,72.51,-3.30
2530.93,85.86,-2.43
2548.82,70.15,-6.11
2521.99,86.38,-5.34
2530.93,68.60,-7.94
2521.99,88.28,-5.39
2486.22,71.89,-9.72
2530.93,85.38,-7.00
2486.22,69.48,-11.07
2513.05,84.70,-10.01
2486.22,67.03,-14.03
2539.88,80.37,-15.54
2468.33,68.96,-18.41
2495.16,79.86,-17.67
2557.76,68.55,-20.55
2495.16,77.01,-19.98
2513.05,73.37,-22.92
2486.22,75.17,-24.36
2513.05,68.43,-25.99
2459.39,74.10,-26.94
2477.28,71.94,-28.82
2504.10,66.20,-29.30
2459.39,71.28,-28.27
2530.93,64.33,-31.70
2468.33,71.01,-29.86
2450.45,58.50,-31.11
2504.10,71.52,-30.00
2477.28,59.19,-32.74
2513.05,74.39,-29.66
2566.71,57.50,-32.15
2477.28,72.21,-28.88
2477.28,54.42,-32.30
2495.16,69.04,-28.06
2477.28,57.21,-30.95
2504.10,72.61,-27.34
2486.22,62.94,-30.08
2521.99,85.63,-26.14
2486.22,76.71,-28.39
2450.45,103.20,-24.75
2477.28,99.88,-25.54
2468.33,119.95,-22.99
2459.39,125.84,-24.26
2459.39,135.36,-22.24
2468.33,134.36,-21.71
2468.33,132.08,-21.81
2432.56,125.41,-21.21
2450.45,122.74,-19.88
2459.39,122.73,-19.78
2432.56,107.70,-20.70
2477.28,114.01,-19.18
2486.22,98.79,-20.29
2477.28,110.35,-18.16
2477.28,92.15,-22.05
2450.45,106.84,-19.30
2414.67,86.58,-21.72
2432.56,99.93,-21.28
2504.10,82.53,-21.64
2468.33,101.06,-18.94
2468.33,78.17,-21.92
2468.33,90.93,-20.86
2459.39,69.64,-23.96
2459.39,86.51,-20.72
2414.67,74.80,-24.15
2521.99,83.12,-23.03
2432.56,68.04,-24.61
2468.33,79.26,-22.98
2486.22,71.90,-26.07
2459.39,83.77,-23.64
2441.50,79.13,-27.03
2477.28,81.89,-26.11
2432.56,83.35,-27.00
2441.50,80.58,-26.92
2450.45,79.30,-26.44
2414.67,74.09,-28.63
2468.33,78.83,-26.69
2459.39,69.41,-28.91
2495.16,82.29,-27.32
2441.50,65.37,-29.92
2459.39,85.40,-27.86
2423.62,64.96,-28.57
2450.45,80.46,-24.87
2441.50,57.75,-27.15
2468.33,82.67,-24.68
2468.33,58.02,-29.30
2477.28,75.69,-25.22
2432.56,61.19,-29.97
2459.39,77.11,-26.79
2450.45,59.68,-26.89
2405.73,71.50,-24.22
2369.96,60.96,-26.39
2405.73,71.23,-25.17
2477.28,62.43,-25.86
2432.56,66.51,-26.14
2432.56,64.83,-26.96
2486.22,65.60,-25.32
2396.79,65.78,-26.80
2405.73,62.03,-27.53
2459.39,63.27,-25.81
2423.62,58.98,-26.14
2441.50,67.96,-26.11
2423.62,63.94,-27.30
2414.67,78.89,-25.36
2459.39,72.55,-26.91
2432.56,94.08,-24.90
2405.73,90.12,-25.98
2477.28,119.18,-24.72
2441.50,114.04,-26.17
2405.73,141.48,-24.18
2450.45,127.48,-26.70
2459.39,143.33,-23.07
2450.45,122.70,-25.60
2441.50,130.36,-23.19
2423.62,111.43,-26.36
2432.56,119.06,-23.96
2405.73,103.21,-26.76
2405.73,110.96,-24.35
2414.67,102.88,-26.12
2396.79,107.52,-25.39
2450.45,102.71,-25.85
2387.84,97.28,-25.97
2405.73,95.85,-25.06
2414.67,93.58,-25.87
2396.79,95.12,-27.32
2369.96,83.41,-26.23
2396.79,87.55,-26.49
2414.67,73.64,-27.66
2396.79,85.64,-26.28
2378.90,68.54,-29.41
2414.67,83.19,-25.11
2396.79,68.04,-28.18
2369.96,85.28,-26.41
2387.84,62.73,-28.73
2387.84,85.82,-26.99
2414.67,66.25,-31.01
2423.62,87.43,-27.59
2441.50,67.39,-30.07
2432.56,82.95,-29.52
2352.07,70.20,-31.61
2441.50,83.00,-29.92
2369.96,65.25,-31.01
2361.01,81.06,-29.67
2414.67,67.53,-30.87
2405.73,70.81,-30.56
2405.73,64.50,-30.07
2378.90,69.40,-30.60
2396.79,68.96,-30.15
2369.96,68.27,-29.85
2396.79,75.94,-29.89
2396.79,59.87,-28.47
2369.96,66.39,-27.86
2343.13,59.99,-29.68
2361.01,73.03,-26.87
2378.90,55.75,-29.14
2361.01,70.73,-26.81
2352.07,58.92,-28.80
2387.84,69.33,-24.24
2423.62,53.11,-25.72
2387.84,68.74,-23.47
2378.90,54.75,-27.39
2405.73,69.34,-23.59
2361.01,51.58,-25.94
2378.90,66.43,-22.61
2343.13,52.32,-24.34
2387.84,66.92,-20.75
2361.01,55.88,-24.95
2414.67,65.81,-21.46
2378.90,59.10,-22.29
2361.01,70.04,-20.56
2316.30,73.88,-23.84
2369.96,84.31,-23.76
2405.73,100.37,-22.95
2334.18,104.23,-23.80
2396.79,121.37,-22.15
2405.73,121.91,-24.95
2325.24,133.81,-23.96
2369.96,122.42,-24.20
2378.90,131.52,-24.27
2316.30,112.59,-26.45
2343.13,122.34,-23.69
2343.13,96.03,-27.05
2405.73,114.66,-24.46
2289.47,94.33,-27.97
2307.35,102.42,-24.67
2307.35,87.48,-28.10
2369.96,101.09,-25.22
2361.01,83.97,-26.34
2343.13,95.73,-24.69
2414.67,78.39,-27.48
2369.96,89.16,-26.54
2343.13,75.62,-28.71
2316.30,80.42,-26.50
2325.24,67.78,-27.62
2307.35,77.35,-27.51
2343.13,69.16,-25.93
2262.64,69.30,-27.49
2298.41,68.32,-26.82
2316.30,68.02,-26.19
2343.13,73.46,-24.19
2307.35,65.12,-25.60
2352.07,73.65,-24.70
2396.79,65.48,-26.63
2316.30,75.10,-23.09
2361.01,66.73,-23.63
2298.41,79.61,-22.31
2343.13,63.01,-23.45
2298.41,82.00,-21.50
2343.13,60.72,-23.33
2334.18,83.03,-19.33
2369.96,61.60,-21.68
2343.13,77.45,-18.46
2378.90,57.71,-21.52
2262.64,73.30,-20.06
2325.24,60.37,-21.11
2307.35,69.48,-19.37
2298.41,56.75,-20.51
2289.47,69.37,-19.46
2361.01,59.67,-19.03
2316.30,66.36,-19.17
2325.24,62.12,-19.53
2271.58,69.07,-20.29
2334.18,66.41,-18.26
2343.13,59.92,-19.69
2262.64,63.06,-18.89
2307.35,55.75,-19.80
2325.24,66.49,-18.34
2262.64,53.44,-18.93
2271.58,67.25,-17.89
2316.30,53.37,-20.96
2280.52,63.78,-20.19
2316.30,51.06,-22.72
2289.47,67.04,-18.77
2298.41,50.01,-21.53
2298.41,71.19,-19.55
2289.47,60.23,-22.66
2298.41,87.57,-19.53
2307.35,80.37,-22.18
2262.64,104.13,-18.75
2307.35,104.09,-22.32
2271.58,125.21,-18.68
2298.41,121.95,-20.52
2289.47,133.76,-18.85
2253.69,126.60,-21.52
2298.41,132.32,-17.83
2262.64,125.22,-19.48
2280.52,117.93,-19.31
2298.41,113.91,-19.01
2253.69,102.35,-17.78
2307.35,103.97,-17.05
2235.81,92.98,-18.87
2271.58,101.94,-16.60
2289.47,87.94,-18.19
2253.69,97.36,-15.08
2253.69,83.21,-16.98
2280.52,96.02,-14.82
2244.75,77.12,-16.21
2253.69,94.68,-12.52
2244.75,71.77,-16.73
2325.24,85.27,-13.96
2226.86,69.24,-15.38
2280.52,81.85,-12.18
2271.58,63.21,-15.56
2253.69,85.64,-12.05
2298.41,69.34,-13.79
2280.52,84.75,-13.77
2235.81,69.19,-12.78
2217.92,82.15,-11.56
2253.69,73.70,-14.69
2244.75,82.40,-12.78
2289.47,76.41,-12.44
2271.58,80.86,-12.27
2244.75,77.24,-11.13
2280.52,72.52,-12.92
2226.86,78.73,-12.87
2253.69,71.24,-15.57
2253.69,85.29,-13.10
2253.69,69.55,-16.24
2244.75,80.50,-12.59
2271.58,64.92,-16.30
2253.69,80.22,-12.55
2343.13,66.38,-15.99
2253.69,74.33,-13.21
2262.64,59.68,-16.72
2289.47,81.33,-12.24
2280.52,56.26,-14.71
2253.69,76.59,-12.71
2226.86,52.97,-15.31
2289.47,79.71,-12.94
2298.41,59.84,-15.44
2280.52,71.44,-13.77
2217.92,58.87,-14.40
2316.30,70.53,-14.45
2316.30,64.93,-15.02
2271.58,69.84,-11.71
2244.75,61.86,-13.22
2325.24,64.64,-13.61
2271.58,65.75,-12.90
2271.58,64.23,-11.01
2280.52,71.91,-12.34
2244.75,68.06,-13.61
2244.75,87.00,-11.84
2271.58,84.16,-11.79
2235.81,112.93,-9.31
2271.58,106.88,-11.53
2325.24,131.58,-9.88
2235.81,123.31,-12.10
2289.47,141.63,-9.98
2343.13,124.88,-11.46
2280.52,139.61,-8.37
2280.52,116.74,-11.62
2280.52,131.36,-8.48
2289.47,106.82,-12.07
2307.35,118.56,-8.05
2253.69,99.40,-10.08
2298.41,107.63,-8.18
2289.47,90.08,-9.99
2361.01,102.20,-9.37
2334.18,93.24,-10.95
2325.24,98.30,-10.49
2289.47,92.90,-11.07
2307.35,88.59,-9.21
2280.52,88.90,-10.34
2343.13,79.65,-10.33
2316.30,85.35,-7.74
2325.24,76.79,-9.82
2316.30,80.95,-8.59
2352.07,69.82,-10.62
2343.13,83.50,-7.74
2405.73,69.59,-9.88
2343.13,82.54,-8.60
2378.90,70.60,-11.29
2396.79,89.99,-7.14
2378.90,70.87,-9.87
2405.73,87.09,-5.68
2352.07,70.25,-8.95
2369.96,86.64,-6.97
2369.96,70.70,-8.42
2361.01,88.05,-6.56
2387.84,68.18,-7.85
2361.01,79.69,-5.32
2423.62,70.91,-7.13
2387.84,79.24,-5.34
2405.73,69.85,-7.19
2441.50,76.30,-5.50
2423.62,69.26,-5.03
2423.62,71.78,-4.63
2450.45,68.14,-5.06
2548.82,66.79,-5.93
2405.73,74.81,-4.27
2405.73,65.08,-3.67
2396.79,76.90,-3.36
2450.45,62.22,-3.21
2378.90,74.42,-2.65
2477.28,59.13,-3.02
2513.05,67.80,-0.36
2504.10,56.04,-2.79
2495.16,74.30,0.15
2521.99,53.61,-2.67
2495.16,70.66,1.14
2530.93,55.55,-3.58
2513.05,68.83,1.65
2548.82,55.15,0.20
2521.99,71.68,2.15
2530.93,59.89,-0.38
2513.05,79.69,0.74
2548.82,69.30,0.32
2513.05,94.53,0.73
2593.54,96.67,2.02
2584.59,117.39,2.20
2513.05,119.77,1.40
2539.88,129.16,1.41
2584.59,131.17,1.90
2593.54,131.64,3.66
2575.65,137.66,3.65
2593.54,125.31,3.80
2566.71,130.05,4.81
2629.31,110.06,3.82
2584.59,118.68,6.90
2638.25,98.49,5.06
2629.31,110.20,9.09
2593.54,92.97,5.34
2629.31,107.14,8.68
2602.48,90.96,7.51
2602.48,106.12,11.06
2656.14,86.45,8.82
2638.25,101.56,12.04
2656.14,79.63,12.42
2620.37,95.92,13.85
2629.31,75.85,11.51
2682.97,89.13,17.34
2665.08,68.29,14.77
2629.31,77.10,16.31
2665.08,69.70,16.87
2674.03,74.91,18.54
2682.97,75.78,20.92
2691.91,76.10,20.52
2656.14,74.51,21.93
2709.80,73.33,21.81
2718.74,83.50,22.65
2682.97,79.01,24.02
2682.97,82.43,25.67
2718.74,69.32,24.48
2674.03,80.91,27.61
2718.74,71.56,24.17
2674.03,80.29,29.09
2718.74,64.53,26.02
2727.69,77.09,28.35
2736.63,60.37,26.62
2736.63,75.60,31.09
2736.63,61.27,27.70
2754.52,75.95,30.29
2772.40,57.65,28.22
2718.74,73.29,32.42
2781.34,57.55,29.77
2727.69,69.77,32.22
2763.46,59.52,31.52
2799.23,66.44,33.02
2763.46,58.47,32.39
2799.23,67.48,33.15
2772.40,62.53,33.85
2781.34,61.03,31.90
2808.17,57.29,33.79
2772.40,55.12,32.82
2808.17,63.40,34.72
2799.23,54.33,34.71
2772.40,64.55,36.48
2781.34,53.93,33.13
2817.12,66.78,35.97
2763.46,51.36,34.77
2808.17,69.16,37.84
2763.46,55.04,35.00
2808.17,78.05,38.17
2817.12,70.05,36.12
2754.52,99.72,38.68
2754.52,99.34,37.79
2790.29,124.67,40.74
2754.52,112.92,39.76
2808.17,133.89,40.05
2799.23,124.96,40.32
2772.40,136.69,40.96
2835.00,119.06,39.44
2826.06,121.87,40.05
2826.06,109.04,40.51
2861.83,112.44,42.13
2817.12,99.93,42.30
2835.00,101.50,41.43
2826.06,93.06,41.36
2835.00,91.47,41.87
2817.12,94.59,44.19
2835.00,83.90,42.85
2870.78,96.21,43.92
2861.83,75.13,42.58
2870.78,91.88,44.05
2852.89,74.04,41.25
2879.72,82.70,42.59
2870.78,64.89,40.85
2835.00,79.60,42.41
2897.61,59.72,40.72
2852.89,72.85,41.57
2861.83,57.36,40.08
2861.83,73.96,42.68
2888.66,56.79,39.32
2870.78,77.83,42.73
2843.95,61.53,38.99
2843.95,79.64,41.57
2826.06,67.11,39.38
2888.66,78.81,40.20
2843.95,71.50,37.48
2861.83,71.15,39.47
2870.78,68.29,37.58
2897.61,72.17,38.50
2843.95,74.36,36.78
2915.49,64.55,37.73
2888.66,72.45,36.99
2870.78,67.85,35.91
2879.72,74.75,35.88
2933.38,56.00,34.13
2861.83,72.76,36.09
2835.00,54.08,33.66
2861.83,69.95,36.60
2888.66,53.61,32.72
2861.83,67.88,34.43
2906.55,53.60,33.22
2843.95,68.61,34.95
2906.55,52.90,30.96
2861.83,69.63,32.83
2897.61,54.57,31.59
2870.78,65.00,31.05
2870.78,55.46,29.33
2888.66,66.00,32.38
2861.83,55.81,30.39
2879.72,63.00,30.81
2852.89,56.60,29.64
2852.89,59.61,29.56
2888.66,59.90,26.48
2879.72,61.85,28.18
2888.66,66.28,26.22
2924.44,75.31,27.19
2960.21,89.03,27.84
2897.61,93.09,24.95
2879.72,115.23,27.27
2852.89,111.05,24.87
2906.55,131.07,25.85
2861.83,124.70,24.40
2915.49,139.02,25.95
2835.00,119.32,23.25
2870.78,133.52,25.85
2915.49,106.08,22.71
2897.61,119.71,24.60
2906.55,99.00,19.29
2861.83,111.66,22.76
2843.95,93.07,18.79
2888.66,105.72,22.17
2817.12,87.17,19.03
2843.95,95.66,19.18
2852.89,83.89,17.05
2861.83,94.17,17.16
2790.29,84.33,16.96
2843.95,88.30,16.90
2808.17,79.36,15.31
2835.00,79.03,14.00
2843.95,77.28,14.75
2843.95,68.80,13.14
2879.72,76.36,12.04
2826.06,62.91,12.39
2808.17,77.50,12.19
2826.06,65.30,11.62
2835.00,80.65,12.93
2852.89,67.51,9.29
2888.66,83.26,11.05
2835.00,66.56,8.52
2808.17,83.79,9.29
2817.12,68.01,6.53
2852.89,87.79,7.36
2826.06,68.09,4.09
2817.12,80.48,5.53
2826.06,67.92,3.66
2799.23,82.18,6.30
2808.17,67.31,3.60
2799.23,81.55,5.39
2835.00,66.58,2.17
2808.17,74.02,2.96
2763.46,67.42,0.42
2843.95,75.91,2.13
2790.29,68.42,1.91
2817.12,69.47,1.15
2861.83,71.14,0.23
2781.34,64.64,0.80
2817.12,74.75,1.90
2817.12,63.20,0.87
2817.12,71.84,1.77
2826.06,54.81,-0.43
2754.52,71.28,0.08
2799.23,56.43,-1.66
2772.40,75.24,-1.36
2808.17,57.03,-1.98
2781.34,70.71,-0.39
2799.23,54.37,-4.07
